variant_id;service_id;Название;Активен;Описание;Для чего используется;Тип варианта;Размер / формат;Материалы;Требует электричество;Требует стол;Требует фотографа;Мин. время работы;Типичное время работы;Запрещён для локаций;Запрещён для событий;Религиозные ограничения;Юридические ограничения;Маржинальность;Чувствительность к цене;Потенциал апсейла;Потенциал даунсейла;Ценность для портфолио;Ценность для отзывов;Что ожидают клиенты;Типичные недопонимания;Что нельзя обещать;Приоритет предложения;Комментарий;;
Уникальный ID варианта;ID услуги, к которой относится вариант;Понятное название для человека;Активен ли вариант для продажи;Описание сути варианта;Роль варианта: база / апсейл / премиум;Категория варианта (размер, дизайн и т.п.);Размер или формат в свободном виде;Материалы если применимо;Нужно ли электричество;Нужен ли стол;Требуется ли фотограф;Минимальное время работы в минутах;Обычно используемое время;Список location_id где нельзя использовать;Список event_id где нельзя использовать;Ограничения по религии или их описание;Юридические запреты или требования;Оценка прибыльности варианта;Насколько клиент реагирует на цену;Вероятность апсейла;Можно ли использовать для удешевления;Насколько важно для портфолио;Насколько помогает получать отзывы;Ожидания клиента от варианта;Типичные ошибки понимания;Что строго запрещено обещать;Очередность предложения клиенту;Внутренние заметки;;
