package_id;Название пакета;Активен;event_id;Подходит для сценариев;Подходит для локаций;Основные услуги;Варианты услуг;Услуги в подарок;Опциональные апгрейды;Цена пакета;Цена от;Цена до;Валюта;Выгода относительно отдельных услуг;Мин. время;Макс. время;Мин. гости;Макс. гости;Требования к клиенту;Тип клиента;Основная ценность;Главный страх клиента;Что закрывает пакет;Когда предлагать;Запрещён для событий;Запрещён для локаций;Религиозные ограничения;Приоритет;Комментарий;Рекомендуется по умолчанию
Уникальный ID пакета;Маркетинговое название пакета;Доступен ли пакет к продаже;Для какого типа события пакет;Список scenario_id через запятую;Список location_id через запятую;Список service_id входящих в пакет;Список variant_id услуг;Что даётся бесплатно;Что можно докупить за доплату;Фиксированная цена пакета;Минимальная цена (если диапазон);Максимальная цена (если диапазон);Валюта цены (ILS, USD);Есть ли выгода или краткое описание;Минимальное время работы;Максимальное время работы;Минимум гостей;Максимум гостей;Тех. и орг. требования (текст);Рациональный / эмоциональный / премиум;Главная причина купить пакет;Чего клиент боится;Какую проблему пакет решает;Этап воронки / ситуация;Список event_id где нельзя;Список location_id где нельзя;שבת / כשרות / הפרדה וכו׳;Приоритет показа и выбора;Внутренний комментарий;Пакет предлагается первым
