price_id;service_id;variant_id;Активен;event_id;location_id;scenario_id;День недели;Время суток;Цена фиксированная;Цена от;Цена до;Валюта;Мин. кол-во гостей;Макс. кол-во гостей;Мин. время;Включено в пакет;Требует доплаты при;Можно торговаться;Чувствительность к скидкам;Рекомендованная цена;Минимально допустимая цена;Комментарий;Приоритет правила;Дата начала;Дата окончания
Уникальный ID правила цены;ID услуги;ID варианта услуги (может быть пустым);Активно ли правило;Тип события (брית, בר מצווה и т.д.);Локация / регион;Сценарий применения (обычный, שבת, חג);Категория дня;Диапазон времени;Точная цена (если фикс);Минимальная цена (если диапазон);Максимальная цена (если диапазон);Валюта (ILS, USD);Минимум гостей для действия правила;Максимум гостей;Минимальное время работы;Входит ли в основной пакет;Условие доплаты в свободной форме;Разрешён ли торг;Насколько цена чувствительна к скидкам;Цена, которую советовать менеджеру;Ниже этой цены продавать нельзя;Внутренний комментарий;Приоритет при конфликте правил;Дата начала действия;Дата окончания действия
